POST_ID,MS_ID,MS_SPACEID,CAP_COLOR,METER_TYPE,SMART_METE,ACTIVESENS,JURISDICTI,ON_OFF_STR,OSP_ID,STREET_NUM,STREETNAME,STREET_SEG,RATEAREA,SFPARKAREA,LATITUDE,LONGITUDE
327-07300,-,0,Green,SS,N,N,SFMTA,ON,0,730,BROADWAY,3155000,Area 3,,37.7975748,-122.4096701
411-02440,411-02004,44,Grey,MS,Y,N,SFMTA,ON,0,244,FELL ST,5441000,Area 5,Civic Center,37.7760369,-122.4226367
209-04360,-,0,Black,SS,N,N,SFMTA,ON,0,436,09TH ST,457000,MC3,,37.7716769,-122.4091546
363-03370,-,0,Red,SS,N,N,SFMTA,ON,0,337,COLUMBUS AVE,4293000,Area 3,,37.798537,-122.4078009
620-01660,-,0,Grey,SS,Y,N,SFMTA,ON,0,166,PERRY ST,10360000,Area 5,South Embarcadero,37.7808404,-122.3985244
620-01400,-,0,Grey,SS,Y,N,SFMTA,ON,0,140,PERRY ST,10360000,Area 5,South Embarcadero,37.7813254,-122.3979079
891-00030,891-00001,3,Purple,MS,N,N,PORT,OFF,891,601,TERRY A FRANCOIS BLVD,12532004,Area 5,South Embarcadero,37.7703506,-122.3860954
666-03120,-,0,Yellow,SS,N,N,SFMTA,ON,0,312,SUTTER ST,12321000,Area 5,Downtown,37.7896378,-122.4058853
664-11196,664-11190,6,Yellow,MS,N,N,SFMTA,ON,0,1123,STOCKTON ST,12207000,Area 2,,37.7964272,-122.4084612
202-01050,-,0,Grey,SS,N,N,SFMTA,ON,0,105,02ND ST,132000,Area 5,Downtown,37.7879044,-122.3995358
568-23110,-,0,Yellow,SS,Y,N,SFMTA,ON,0,2311,MISSION ST,9121000,Area 5,Mission,37.7598477,-122.4190779
568-23220,-,0,Grey,SS,Y,N,SFMTA,ON,0,2322,MISSION ST,9121000,Area 5,Mission,37.7595302,-122.4192296
606-05420,-,0,Grey,SS,N,N,SFMTA,ON,0,542,PINE ST,10464000,Area 5,Downtown,37.7915688,-122.4056483
568-25320,-,0,Yellow,SS,Y,N,SFMTA,ON,0,2532,MISSION ST,9123000,Area 5,Mission,37.7560116,-122.4188928
568-26170,-,0,Grey,SS,Y,N,SFMTA,ON,0,2617,MISSION ST,9124000,Area 5,Mission,37.7548999,-122.4186042
658-00750,-,0,Red,SS,N,N,SFMTA,ON,0,75,SPEAR ST,12044000,Area 5,Downtown,37.7928979,-122.3943815
568-26250,-,0,Grey,SS,Y,N,SFMTA,ON,0,2625,MISSION ST,9124000,Area 5,Mission,37.7546886,-122.418584
665-01370,-,0,Yellow,SS,Y,N,SFMTA,ON,0,137,STEUART ST,12159000,Area 5,Downtown,37.7928801,-122.3925968
418-00730,-,0,Grey,SS,Y,N,SFMTA,ON,0,73,FOLSOM ST,5650000,Area 5,South Embarcadero,37.790338,-122.3904767
359-05090,-,0,Red,SS,Y,N,SFMTA,ON,0,509,CLAY ST,4084000,Area 5,Downtown,37.7947274,-122.4019219
470-06570,-,0,Grey,SS,Y,N,SFMTA,ON,0,657,HOWARD ST,7037000,Area 5,Downtown,37.7856934,-122.3994772
386-02190,-,0,Grey,SS,Y,N,SFMTA,ON,0,219,DRUMM ST,4972000,Area 5,Downtown,37.7961076,-122.3970095
651-06050,-,0,Grey,SS,Y,N,SFMTA,ON,0,605,SANSOME ST,11551000,Area 5,Downtown,37.7959951,-122.4018084
720-00070,-,0,Grey,SS,Y,N,SFMTA,ON,0,7,WASHINGTON ST,13403000,Area 5,Downtown,37.7964392,-122.3958976
720-00090,-,0,Grey,SS,Y,N,SFMTA,ON,0,9,WASHINGTON ST,13403000,Area 5,Downtown,37.7964292,-122.3959755
720-00120,-,0,Grey,SS,Y,N,SFMTA,ON,0,12,WASHINGTON ST,13403000,Area 5,Downtown,37.7966155,-122.3962154
336-05120,-,0,Yellow,SS,N,N,SFMTA,ON,0,512,BUSH ST,3431000,Area 5,Downtown,37.7905767,-122.4059879
470-01240,-,0,Grey,SS,Y,N,SFMTA,ON,0,124,HOWARD ST,7029000,Area 5,Downtown,37.79076142,-122.3933441
561-02191,561-02190,1,Black,MS,N,N,SFMTA,ON,0,219,MAIN ST,8629000,Area 5,Downtown,37.7904382,-122.3930483
418-05520,-,0,Grey,SS,Y,N,SFMTA,ON,0,552,FOLSOM ST,5659000,Area 5,South Embarcadero,37.7862715,-122.3959335
420-03020,-,0,Grey,SS,N,N,SFMTA,ON,0,302,FREMONT ST,5864000,Area 5,South Embarcadero,37.7878046,-122.3935143
720-03660,-,0,Yellow,SS,Y,N,SFMTA,ON,0,366,WASHINGTON ST,13405000,Area 5,Downtown,37.79597452,-122.4001988
363-03320,-,0,Grey,SS,N,N,SFMTA,ON,0,332,COLUMBUS AVE,4293000,Area 3,,37.7985627,-122.4075219
445-13410,-,0,Grey,SS,N,N,SFMTA,ON,0,1341,GREEN ST,6466000,Area 3,,37.7977969,-122.4219441
446-00260,446-00002,26,Grey,MS,Y,N,SFMTA,ON,0,26,GROVE ST,6552000,Area 5,Civic Center,37.7787998,-122.4158902
472-09010,-,0,Yellow,SS,N,N,SFMTA,ON,0,901,HYDE ST,7124000,Area 3,,37.7892276,-122.4171191
404-00080,-,0,Grey,SS,N,N,SFMTA,ON,0,8,EXCELSIOR AVE,5359000,Area 3,,37.7260279,-122.4333064
384-18150,-,0,Grey,SS,N,N,SFMTA,ON,0,1815,DIVISADERO ST,4815101,Area 3,,37.7866355,-122.4402598
384-19050,-,0,Grey,SS,N,N,SFMTA,ON,0,1905,DIVISADERO ST,4816101,Area 3,,37.7873143,-122.4403972
490-06200,-,0,Grey,SS,N,N,SFMTA,ON,0,620,IRVING ST,7284000,Area 3,,37.7641763,-122.4649526
660-00070,-,0,Grey,SS,N,N,SFMTA,ON,0,7,SANTA ROSA AVE,11589000,Area 3,,37.7258532,-122.4342865
642-00180,-,0,Grey,SS,N,N,SFMTA,ON,0,18,RUSSIA AVE,11188000,Area 3,,37.7212837,-122.4366741
666-24040,-,0,Grey,SS,N,N,SFMTA,ON,0,2404,SUTTER ST,12343000,Area 3,,37.7852566,-122.440225
202-03440,-,0,Grey,SS,Y,N,SFMTA,ON,0,344,02ND ST,139000,Area 5,South Embarcadero,37.7845892,-122.3956601
202-07110,-,0,Grey,SS,Y,N,SFMTA,ON,0,711,02ND ST,148000,Area 5,South Embarcadero,37.7803902,-122.3901184
202-07120,-,0,Grey,SS,Y,N,SFMTA,ON,0,712,02ND ST,148000,Area 5,South Embarcadero,37.780268,-122.3902385
562-01050,-,0,Grey,SS,N,N,SFMTA,ON,0,105,MASON ST,8800000,Area 1,,37.7845532,-122.409418
562-01210,-,0,Grey,SS,N,N,SFMTA,ON,0,121,MASON ST,8800000,Area 1,,37.7849231,-122.409491
686-04170,-,0,Grey,SS,N,N,SFMTA,ON,0,417,TURK ST,12720000,Area 5,Civic Center,37.7824404,-122.4163345
202-04720,-,0,Grey,SS,Y,N,SFMTA,ON,0,472,02ND ST,141000,Area 5,South Embarcadero,37.7831222,-122.3938213
640-01410,-,0,Grey,SS,Y,N,SFMTA,ON,0,141,REDWOOD ST,10955000,Area 5,Civic Center,37.7805727,-122.4200539
686-04350,-,0,Green,SS,N,N,SFMTA,ON,0,435,TURK ST,12720000,Area 5,Civic Center,37.7823684,-122.4169003
330-05450,-,0,Grey,SS,Y,N,SFMTA,ON,0,545,BRANNAN ST,3080000,Area 5,South Embarcadero,37.7774127,-122.3975229
440-11350,-,0,Grey,SS,N,N,SFMTA,ON,0,1135,GEARY BLVD,6037000,Area 3,,37.7854553,-122.4226932
686-06380,-,0,Grey,SS,N,N,SFMTA,ON,0,638,TURK ST,12723000,Area 5,Civic Center,37.7820711,-122.4202675
651-01070,-,0,Yellow,SS,N,N,SFMTA,ON,0,107,SANSOME ST,11543000,Area 5,Downtown,37.7914238,-122.4008768
651-01110,-,0,Yellow,SS,N,N,SFMTA,ON,0,111,SANSOME ST,11543000,Area 5,Downtown,37.791527,-122.400898
651-02070,-,0,Yellow,SS,N,N,SFMTA,ON,0,207,SANSOME ST,11544000,Area 5,Downtown,37.7924065,-122.4010776
665-01280,-,0,Red,SS,Y,N,SFMTA,ON,0,128,STEUART ST,12159000,Area 5,Downtown,37.7927433,-122.3927059
401-07400,-,0,Grey,SS,N,N,SFMTA,ON,0,740,ELLIS ST,5178000,Area 3,,37.7841345,-122.4190806
472-03030,-,0,Grey,SS,N,N,SFMTA,ON,0,303,HYDE ST,7117000,Area 3,,37.78368,-122.4159886
500-02300,-,0,Grey,SS,Y,N,SFMTA,ON,0,230,JACKSON ST,7361000,Area 5,Downtown,37.7968438,-122.4004954
359-07270,-,0,Yellow,SS,N,N,SFMTA,ON,0,727,CLAY ST,4088000,Area 5,Downtown,37.7942905,-122.4057671
653-10710,-,0,Grey,SS,Y,N,SFMTA,ON,0,1071,SANCHEZ ST,11528000,Area 3,,37.7517245,-122.4295916
668-10050,-,0,Grey,SS,N,N,SFMTA,ON,0,1005,SHOTWELL ST,11842000,Area 3,,37.75222147,-122.4150947
700-04360,-,0,Grey,SS,Y,N,SFMTA,ON,0,436,VALENCIA ST,13059000,Area 5,Mission,37.7656268,-122.4220628
442-05350,-,0,Grey,SS,N,N,SFMTA,ON,0,535,GOLDEN GATE AVE,6265000,Area 5,Civic Center,37.78103,-122.419914
444-08210,-,0,Grey,SS,N,N,SFMTA,ON,0,821,GRANT AVE,6395000,Area 5,Downtown,37.7949252,-122.4064774
542-08190,-,0,Grey,SS,N,N,SFMTA,ON,0,819,LARKIN ST,8131000,Area 3,,37.7857273,-122.4180901
891-00440,891-00001,44,Grey,MS,N,N,PORT,OFF,891,601,TERRY A FRANCOIS BLVD,12532004,Area 5,South Embarcadero,37.7700799,-122.3858515
400-06120,-,0,Grey,SS,N,N,SFMTA,ON,0,612,EDDY ST,5064000,Area 5,Civic Center,37.7833132,-122.4180221
400-07120,-,0,Grey,SS,N,N,SFMTA,ON,0,712,EDDY ST,5065000,Area 5,Civic Center,37.7831033,-122.4196702
500-01030,-,0,Yellow,SS,Y,N,SFMTA,ON,0,103,JACKSON ST,7360000,Area 5,Downtown,37.7970081,-122.3985268
462-04380,-,0,Grey,SS,N,N,SFMTA,ON,0,438,HAIGHT ST,6607000,Area 3,,37.7722088,-122.430133
462-05360,-,0,Grey,SS,N,N,SFMTA,ON,0,536,HAIGHT ST,6608000,Area 3,,37.7719955,-122.4318097
472-03170,-,0,Grey,SS,N,N,SFMTA,ON,0,317,HYDE ST,7117000,Area 3,,37.7839918,-122.4160518
542-06100,-,0,Grey,SS,N,N,SFMTA,ON,0,610,LARKIN ST,8126000,Area 3,,37.783677,-122.4175229
542-07240,-,0,Grey,SS,N,N,SFMTA,ON,0,724,LARKIN ST,8129000,Area 3,,37.7848984,-122.4177704
442-05390,-,0,Grey,SS,N,N,SFMTA,ON,0,539,GOLDEN GATE AVE,6265000,Area 5,Civic Center,37.7810126,-122.4200502
472-00800,-,0,Yellow,SS,N,N,SFMTA,ON,0,80,HYDE ST,7114000,Area 5,Civic Center,37.7811609,-122.4153259
650-07030,-,0,Green,SS,N,N,SFMTA,ON,0,703,SACRAMENTO ST,11228000,Area 5,Downtown,37.7934928,-122.4048604
104-04060,-,0,Yellow,SS,N,N,SFMTA,ON,0,406,04TH AVE,242000,Area 3,,37.7808511,-122.462054
109-03900,-,0,Grey,SS,N,N,SFMTA,ON,0,390,09TH AVE,425000,Area 3,,37.78133782,-122.4674538
110-04010,-,0,Grey,SS,N,N,SFMTA,ON,0,401,10TH AVE,465000,Area 3,,37.78059098,-122.4686162
203-46060,-,0,Grey,SS,N,N,SFMTA,ON,0,4606,03RD ST,210201,Area 3,,37.7361941,-122.3903484
214-03440,-,0,Grey,SS,N,N,SFMTA,ON,0,344,14TH ST,588000,Area 3,,37.7682196,-122.4217888
367-01030,-,0,Grey,SS,N,N,SFMTA,ON,0,103,COLLINGWOOD ST,4270000,Area 3,,37.7606727,-122.4360459
831-07220,831-07002,22,Grey,MS,N,N,PORT,ON,0,722,KING ST,7831101,Area 5,South Embarcadero,37.7811437,-122.3885899
360-02110,-,0,Grey,SS,N,N,SFMTA,ON,0,211,CLEMENT ST,4152000,Area 3,,37.7830047,-122.4615629
123-04040,-,0,Grey,SS,N,N,SFMTA,ON,0,404,23RD AVE,1214000,Area 3,,37.7799335,-122.4825042
125-04980,-,0,Grey,SS,N,N,SFMTA,ON,0,498,25TH AVE,1375000,Area 3,,37.7803266,-122.4846642
116-03950,-,0,Grey,SS,N,N,SFMTA,ON,0,395,16TH AVE,672000,Area 3,,37.7808043,-122.4751852
551-00410,-,0,Grey,SS,Y,N,SFMTA,ON,0,41,LAPU-LAPU ST,8116000,Area 5,South Embarcadero,37.78194911,-122.3984381
671-01230,671-01003,23,Grey,MS,Y,N,SFMTA,ON,0,123,SOUTH PARK,12010000,Area 5,South Embarcadero,37.7807856,-122.3948224
568-52220,-,0,Grey,SS,N,N,SFMTA,ON,0,5222,MISSION ST,9181000,Area 3,,37.7150589,-122.4422688
665-01100,-,0,Red,SS,Y,N,SFMTA,ON,0,110,STEUART ST,12159000,Area 5,Downtown,37.7929848,-122.3930087
360-24160,-,0,Grey,SS,N,N,SFMTA,ON,0,2416,CLEMENT ST,4175000,Area 3,,37.7820703,-122.4852731
340-00832,340-00830,2,Grey,MS,Y,N,SFMTA,ON,0,83,BLUXOME ST,2993000,Area 5,South Embarcadero,37.7761899,-122.3975384
340-00634,340-00630,4,Grey,MS,Y,N,SFMTA,ON,0,63,BLUXOME ST,2993000,Area 5,South Embarcadero,37.7764129,-122.397255
340-00435,340-00430,5,Yellow,MS,Y,N,SFMTA,ON,0,43,BLUXOME ST,2993000,Area 5,South Embarcadero,37.7766833,-122.3969113
321-03140,-,0,Grey,SS,N,N,SFMTA,ON,0,314,BALBOA ST,2648000,Area 3,,37.7773728,-122.4624562
321-03100,-,0,Grey,SS,N,N,SFMTA,ON,0,310,BALBOA ST,2648000,Area 3,,37.7773788,-122.4623249
321-03060,-,0,Grey,SS,N,N,SFMTA,ON,0,306,BALBOA ST,2648000,Area 3,,37.7773847,-122.4621936
321-05150,-,0,Grey,SS,N,N,SFMTA,ON,0,515,BALBOA ST,2650000,Area 3,,37.777138,-122.4645975
339-01440,-,0,Grey,SS,Y,N,SFMTA,ON,0,144,BERRY ST,2953000,Area 5,South Embarcadero,37.7766916,-122.3923244
339-01580,-,0,Grey,SS,Y,N,SFMTA,ON,0,158,BERRY ST,2953000,Area 5,South Embarcadero,37.7764327,-122.39265
521-00380,-,0,Grey,SS,N,N,SFMTA,ON,0,38,KIRKHAM ST,7842000,Area 3,,37.7605909,-122.4612473
691-16160,-,0,Grey,SS,N,N,SFMTA,ON,0,1616,UNION ST,12865000,Area 3,,37.798322,-122.4262843
444-14180,-,0,Grey,SS,N,N,SFMTA,ON,0,1418,GRANT AVE,6404000,Area 3,,37.8002173,-122.4074476
444-14280,-,0,Grey,SS,N,N,SFMTA,ON,0,1428,GRANT AVE,6404000,Area 3,,37.8004448,-122.4074932
720-24360,-,0,Grey,SS,Y,N,SFMTA,ON,0,2436,WASHINGTON ST,13439000,Area 5,Fillmore,37.7916693,-122.4341932
418-08550,-,0,Grey,SS,N,N,SFMTA,ON,0,855,FOLSOM ST,5664000,Area 5,South Embarcadero,37.7808452,-122.4024969
445-06120,-,0,Yellow,SS,N,N,SFMTA,ON,0,612,GREEN ST,6454000,Area 3,,37.7994765,-122.4096913
568-44170,-,0,Grey,SS,N,N,SFMTA,ON,0,4417,MISSION ST,9158000,Area 3,,37.7272309,-122.4327535
562-05200,-,0,Red,SS,N,N,SFMTA,ON,0,520,MASON ST,8806000,Area 1,,37.7886115,-122.4100932
614-04080,-,0,Red,SS,N,N,SFMTA,ON,0,408,POST ST,10629000,Area 1,,37.7883054,-122.408798
324-03050,-,0,Grey,SS,N,N,SFMTA,ON,0,305,BATTERY ST,2756000,Area 5,Downtown,37.7943133,-122.4002674
585-03250,-,0,Grey,SS,Y,N,SFMTA,ON,0,325,NORTH POINT ST,9689000,Area 5,Fisherman's Wharf,37.8065837,-122.4130111
585-04230,-,0,Grey,SS,Y,N,SFMTA,ON,0,423,NORTH POINT ST,9690000,Area 5,Fisherman's Wharf,37.8063928,-122.4145138
471-06730,-,0,Grey,SS,N,N,SFMTA,ON,0,673,HARRISON ST,6716000,Area 5,South Embarcadero,37.7826579,-122.3970823
614-05200,-,0,Red,SS,N,N,SFMTA,ON,0,520,POST ST,10630000,Area 1,,37.7880445,-122.4107735
666-05170,-,0,Red,SS,N,N,SFMTA,ON,0,517,SUTTER ST,12323000,Area 1,,37.7890804,-122.4092431
214-03070,-,0,Grey,SS,N,N,SFMTA,ON,0,307,14TH ST,585000,Area 3,,37.7681971,-122.4203365
705-06051,705-06050,1,Black,MS,N,N,SFMTA,ON,0,605,VALLEJO ST,13092000,MC3,,37.7986956,-122.4074515
490-09310,-,0,Grey,SS,N,N,SFMTA,ON,0,931,IRVING ST,7287000,Area 3,,37.7638859,-122.4680579
593-10320,-,0,Grey,SS,N,N,SFMTA,ON,0,1032,OFARRELL ST,9736000,Area 3,,37.7846567,-122.4224873
594-01310,-,0,Grey,SS,N,N,SFMTA,ON,0,131,OLIVE ST,9919000,Area 3,,37.7843488,-122.4204341
593-09070,-,0,Yellow,SS,N,N,SFMTA,ON,0,907,OFARRELL ST,9735000,Area 3,,37.7848707,-122.4198301
591-19410,-,0,Grey,SS,N,N,SFMTA,ON,0,1941,OCEAN AVE,9832102,Area 3,,37.7256848,-122.4635916
591-19440,-,0,Grey,SS,N,N,SFMTA,ON,0,1944,OCEAN AVE,9832201,Area 3,,37.7258917,-122.4636064
568-16390,-,0,Grey,SS,N,N,SFMTA,ON,0,1639,MISSION ST,9110000,Area 3,,37.7716352,-122.4192822
581-14230,-,0,Grey,SS,N,N,SFMTA,ON,0,1423,NORIEGA ST,9655000,Area 3,,37.7540118,-122.479493
680-12120,-,0,Grey,SS,N,N,SFMTA,ON,0,1212,TARAVAL ST,12398000,Area 3,,37.7429685,-122.4794212
569-23320,-,0,Grey,SS,N,N,SFMTA,ON,0,2332,MARKET ST,8767201,Area 3,,37.7633755,-122.4343795
472-08010,-,0,Grey,SS,N,N,SFMTA,ON,0,801,HYDE ST,7123000,Area 3,,37.78831737,-122.4169356
614-13240,-,0,Grey,SS,N,N,SFMTA,ON,0,1324,POST ST,10642000,Area 3,,37.7863491,-122.4241804
614-13260,-,0,Grey,SS,N,N,SFMTA,ON,0,1326,POST ST,10642000,Area 3,,37.7863401,-122.4242521
440-12110,440-12001,11,Grey,MS,Y,N,SFMTA,ON,0,1211,GEARY BLVD,6038000,Area 3,,37.7853602,-122.42351
401-04190,-,0,Grey,SS,N,N,SFMTA,ON,0,419,ELLIS ST,5174000,Area 3,,37.78469881,-122.4136085
644-03200,-,0,Grey,SS,Y,N,SFMTA,ON,0,320,RITCH ST,11040000,Area 5,South Embarcadero,37.7792188,-122.3943406
330-07460,-,0,Grey,SS,N,N,SFMTA,ON,0,746,BRANNAN ST,3086000,Area 3,,37.7738222,-122.4023853
585-02280,-,0,Grey,SS,Y,N,SFMTA,ON,0,228,NORTH POINT ST,9688000,Area 5,Fisherman's Wharf,37.8068926,-122.4116161
585-02080,-,0,Grey,SS,Y,N,SFMTA,ON,0,208,NORTH POINT ST,9688000,Area 5,Fisherman's Wharf,37.8069819,-122.4109074
502-07240,-,0,Grey,SS,N,N,SFMTA,ON,0,724,JONES ST,7574000,Area 2,,37.7882973,-122.4134067
700-06450,-,0,Green,SS,Y,N,SFMTA,ON,0,645,VALENCIA ST,13063000,Area 5,Mission,37.7621284,-122.4215109
614-06110,-,0,Yellow,SS,N,N,SFMTA,ON,0,611,POST ST,10631000,Area 2,,37.7877518,-122.4121134
614-06380,-,0,Grey,SS,N,N,SFMTA,ON,0,638,POST ST,10634000,Area 2,,37.7877786,-122.4129749
304-02240,-,0,Grey,SS,N,N,SFMTA,ON,0,224,AUSTIN ST,5792000,Area 3,,37.7888555,-122.4230575
224-29530,-,0,Grey,SS,N,N,SFMTA,ON,0,2953,24TH ST,1335000,Area 3,,37.7526179,-122.4111596
540-15140,-,0,Grey,SS,Y,N,SFMTA,ON,0,1514,LAGUNA ST,7963000,Area 5,Fillmore,37.7855852,-122.4280422
614-16060,-,0,Yellow,SS,Y,N,SFMTA,ON,0,1606,POST ST,10644000,Area 5,Fillmore,37.7858003,-122.4284931
440-45010,-,0,Grey,SS,N,N,SFMTA,ON,0,4501,GEARY BLVD,6065101,Area 3,,37.7807322,-122.4676343
440-48120,-,0,Grey,SS,N,N,SFMTA,ON,0,4812,GEARY BLVD,6068201,Area 3,,37.7808425,-122.4712206
336-15130,-,0,Yellow,SS,N,N,SFMTA,ON,0,1513,BUSH ST,3445000,Area 3,,37.7883444,-122.4225553
210-03590,-,0,Grey,SS,N,N,SFMTA,ON,0,359,10TH ST,489000,Area 3,,37.7717744,-122.4113769
327-00540,-,0,Grey,SS,N,N,SFMTA,ON,0,54,BROADWAY,3143000,Area 3,,37.7989277,-122.3989643
327-00600,-,0,Grey,SS,N,N,SFMTA,ON,0,60,BROADWAY,3143000,Area 3,,37.798902,-122.3991626
327-00660,-,0,Grey,SS,N,N,SFMTA,ON,0,66,BROADWAY,3143000,Area 3,,37.798876,-122.3993634
327-01080,-,0,Grey,SS,N,N,SFMTA,ON,0,108,BROADWAY,3144000,Area 3,,37.7987599,-122.400274
442-07080,-,0,Grey,SS,Y,N,SFMTA,ON,0,708,GOLDEN GATE AVE,6267000,Area 5,Civic Center,37.7808429,-122.4224478
210-04520,-,0,Grey,SS,N,N,SFMTA,ON,0,452,10TH ST,490000,Area 3,,37.770491,-122.410061
211-03180,-,0,Grey,SS,N,N,SFMTA,ON,0,318,11TH ST,515000,Area 3,,37.7713588,-122.4135401
657-26440,-,0,Grey,SS,N,N,SFMTA,ON,0,2644,SAN BRUNO AVE,11377000,Area 3,,37.7277103,-122.4037088
630-16850,-,0,Grey,SS,N,N,SFMTA,ON,0,1685,QUESADA AVE,10815000,Area 3,,37.7329621,-122.3909387
612-22080,-,0,Yellow,SS,N,N,SFMTA,ON,0,2208,POLK ST,10577000,Area 3,,37.7971549,-122.4219342
650-36150,-,0,Grey,SS,N,N,SFMTA,ON,0,3615,SACRAMENTO ST,11268000,Area 3,,37.7874356,-122.4524602
490-21210,-,0,Grey,SS,N,N,SFMTA,ON,0,2121,IRVING ST,7299000,Area 3,,37.7633313,-122.4808558
523-00040,-,0,Grey,SS,N,N,SFMTA,ON,0,4,KERN ST,7816000,Area 3,,37.7339643,-122.4342684
720-04190,720-04001,19,Grey,MS,Y,N,SFMTA,ON,0,419,WASHINGTON ST,13406000,Area 5,Downtown,37.795742,-122.4009196
720-04350,720-04005,35,Grey,MS,Y,N,SFMTA,ON,0,435,WASHINGTON ST,13407000,Area 5,Downtown,37.79570572,-122.4012028
720-04490,720-04005,49,Grey,MS,Y,N,SFMTA,ON,0,449,WASHINGTON ST,13407000,Area 5,Downtown,37.7956748,-122.4014444
350-07120,-,0,Yellow,SS,N,N,SFMTA,ON,0,712,CALIFORNIA ST,3534000,Area 2,,37.7924699,-122.406372
725-02360,-,0,Grey,SS,N,N,SFMTA,ON,0,236,WEST PORTAL AVE,13578201,Area 3,,37.7383951,-122.4687422
470-13350,-,0,Yellow,SS,N,N,SFMTA,ON,0,1335,HOWARD ST,7055000,Area 2,,37.7742203,-122.4140001
207-01160,-,0,Grey,SS,N,N,SFMTA,ON,0,116,07TH ST,368000,Area 2,,37.7788301,-122.4106093
207-01480,-,0,Grey,SS,N,N,SFMTA,ON,0,148,07TH ST,370000,Area 2,,37.7782789,-122.4099141
207-01550,-,0,Grey,SS,N,N,SFMTA,ON,0,155,07TH ST,370000,Area 2,,37.7783111,-122.4096487
324-01210,-,0,Yellow,SS,N,N,SFMTA,ON,0,121,BATTERY ST,2753000,Area 5,Downtown,37.7928154,-122.3999593
666-02370,-,0,Red,SS,N,N,SFMTA,ON,0,237,SUTTER ST,12320000,Area 5,Downtown,37.7895993,-122.4052206
328-00410,-,0,Yellow,SS,N,N,SFMTA,ON,0,41,BEALE ST,2863000,Area 5,Downtown,37.7915485,-122.3961563
202-02270,-,0,Grey,SS,Y,N,SFMTA,ON,0,227,02ND ST,136000,Area 5,Downtown,37.7862786,-122.3974984
568-23380,-,0,Grey,SS,Y,N,SFMTA,ON,0,2338,MISSION ST,9121000,Area 5,Mission,37.7591034,-122.4191887
444-04170,-,0,Grey,SS,N,N,SFMTA,ON,0,417,GRANT AVE,6389000,Area 5,Downtown,37.79113,-122.4057087
700-11260,-,0,Yellow,SS,Y,N,SFMTA,ON,0,1126,VALENCIA ST,13071000,Area 5,Mission,37.7545775,-122.4210047
700-11400,-,0,Grey,SS,Y,N,SFMTA,ON,0,1140,VALENCIA ST,13071000,Area 5,Mission,37.7542818,-122.4209764
224-39630,-,0,Grey,SS,Y,N,SFMTA,ON,0,3963,24TH ST,1361000,Area 3,,37.7513928,-122.4315311
224-40170,-,0,Grey,SS,Y,N,SFMTA,ON,0,4017,24TH ST,1362000,Area 3,,37.7513361,-122.4324708
869-00220,869-00002,22,Grey,MS,N,N,PORT,ON,0,22,TERRY A FRANCOIS BLVD,12531000,Area 5,South Embarcadero,37.7762529,-122.3889981
360-09110,-,0,Grey,SS,N,N,SFMTA,ON,0,911,CLEMENT ST,4159000,Area 3,,37.7826572,-122.4691219
125-12930,-,0,Grey,SS,N,N,SFMTA,ON,0,1293,25TH AVE,1381000,Area 3,,37.7634919,-122.4836378
831-05150,831-05001,15,Grey,MS,N,N,PORT,ON,0,515,EMBARCADERO SOUTH,12548201,Area 5,South Embarcadero,37.7866953,-122.3876393
360-11150,-,0,Grey,SS,N,N,SFMTA,ON,0,1115,CLEMENT ST,4161000,Area 3,,37.7825623,-122.4711927
360-11280,-,0,Grey,SS,N,N,SFMTA,ON,0,1128,CLEMENT ST,4161000,Area 3,,37.7826952,-122.471528
360-11380,-,0,Grey,SS,N,N,SFMTA,ON,0,1138,CLEMENT ST,4161000,Area 3,,37.7826858,-122.4717312
125-04070,-,0,Grey,SS,N,N,SFMTA,ON,0,407,25TH AVE,1375000,Area 3,,37.7816525,-122.4849407
360-21240,-,0,Grey,SS,N,N,SFMTA,ON,0,2124,CLEMENT ST,4172000,Area 3,,37.7822025,-122.4822781
464-04070,-,0,Grey,SS,Y,N,SFMTA,ON,0,407,HAYES ST,6816000,Area 5,Civic Center,37.776784,-122.4232706
384-32050,-,0,Grey,SS,Y,N,SFMTA,ON,0,3205,DIVISADERO ST,4829000,Area 5,Marina,37.7992607,-122.4427787
384-32070,-,0,Grey,SS,Y,N,SFMTA,ON,0,3207,DIVISADERO ST,4829000,Area 5,Marina,37.7993138,-122.4427895
363-05310,-,0,Grey,SS,N,N,SFMTA,ON,0,531,COLUMBUS AVE,4295000,Area 3,,37.8001575,-122.4101364
464-04250,-,0,Grey,SS,Y,N,SFMTA,ON,0,425,HAYES ST,6816000,Area 5,Civic Center,37.7767088,-122.4238596
607-32150,-,0,Grey,SS,Y,N,SFMTA,ON,0,3215,PIERCE ST,10445000,Area 5,Marina,37.7999151,-122.4395026
352-05110,-,0,Yellow,SS,N,N,SFMTA,ON,0,511,CASTRO ST,3791000,Area 3,,37.7604614,-122.4348575
384-16070,-,0,Grey,SS,N,N,SFMTA,ON,0,1607,DIVISADERO ST,4813101,Area 3,,37.7845656,-122.4398408
830-01010,-,0,Yellow,SS,Y,N,PORT,ON,0,101,EMBARCADERO NORTH,12553201,Area 5,Downtown,37.7964381,-122.3948216
410-05430,-,0,Grey,SS,N,N,SFMTA,ON,0,543,FAXON AVE,5427000,Area 3,,37.724334,-122.4603021
