POST_ID,MS_ID,MS_SPACEID,CAP_COLOR,METER_TYPE,SMART_METE,ACTIVESENS,JURISDICTI,ON_OFF_STR,OSP_ID,STREET_NUM,STREETNAME,STREET_SEG,RATEAREA,SFPARKAREA,LATITUDE,LONGITUDE
562-03300,-,0,Red,SS,N,N,SFMTA,ON,0,330,MASON ST,8803000,Area 1,,37.7870162,-122.4097801
571-06050,-,0,Red,SS,Y,N,SFMTA,ON,0,605,MONTGOMERY ST,9304000,Area 5,Downtown,37.794871,-122.4032509
359-05321,359-05320,1,Black,MS,N,N,SFMTA,ON,0,532,CLAY ST,4085000,Area 5,Downtown,37.7948242,-122.402512
650-04170,-,0,Yellow,SS,N,N,SFMTA,ON,0,417,SACRAMENTO ST,11223000,Area 5,Downtown,37.7939988,-122.4008444
331-04480,-,0,Grey,SS,Y,N,SFMTA,ON,0,448,BRYANT ST,3281000,Area 5,South Embarcadero,37.7822546,-122.3948184
420-01240,-,0,Grey,SS,N,N,SFMTA,ON,0,124,FREMONT ST,5861002,Area 5,Downtown,37.7898122,-122.3960056
420-01260,-,0,Grey,SS,N,N,SFMTA,ON,0,126,FREMONT ST,5861002,Area 5,Downtown,37.7897772,-122.3959619
420-01460,-,0,Grey,SS,N,N,SFMTA,ON,0,146,FREMONT ST,5862000,Area 5,Downtown,37.7894974,-122.3956123
471-01280,-,0,Grey,SS,Y,N,SFMTA,ON,0,128,HARRISON ST,6708000,Area 5,South Embarcadero,37.7883101,-122.3902594
204-04100,-,0,Grey,SS,N,N,SFMTA,ON,0,410,04TH ST,259000,Area 5,South Embarcadero,37.78042271,-122.3993078
204-04320,-,0,Grey,SS,N,N,SFMTA,ON,0,432,04TH ST,260000,Area 5,South Embarcadero,37.77994041,-122.3987025
418-06240,-,0,Grey,SS,Y,N,SFMTA,ON,0,624,FOLSOM ST,5660000,Area 5,South Embarcadero,37.7850691,-122.3974574
323-00580,-,0,Grey,SS,Y,N,SFMTA,ON,0,58,BARTLETT ST,2742000,Area 5,Mission,37.7559866,-122.4199934
323-00800,-,0,Grey,SS,Y,N,SFMTA,ON,0,80,BARTLETT ST,2742000,Area 5,Mission,37.7557086,-122.4199668
224-33240,-,0,Grey,SS,N,N,SFMTA,ON,0,3324,24TH ST,1347000,Area 5,Mission,37.7522246,-122.4194228
442-05450,-,0,Black,SS,N,N,SFMTA,ON,0,545,GOLDEN GATE AVE,6265000,Area 5,Civic Center,37.7809942,-122.4201946
663-33340,-,0,Black,SS,Y,N,SFMTA,ON,0,3334,STEINER ST,12156000,Area 5,Marina,37.8005092,-122.4378017
354-21080,-,0,Grey,SS,Y,N,SFMTA,ON,0,2108,CHESTNUT ST,3979000,Area 5,Marina,37.8006243,-122.4382447
354-21110,-,0,Yellow,SS,Y,N,SFMTA,ON,0,2111,CHESTNUT ST,3979000,Area 5,Marina,37.800485,-122.4383621
359-24350,-,0,Yellow,SS,Y,N,SFMTA,ON,0,2435,CLAY ST,4111000,Area 5,Fillmore,37.7906841,-122.4339265
326-06080,-,0,Grey,SS,Y,N,SFMTA,ON,0,608,BEACH ST,2844000,Area 5,Fisherman's Wharf,37.8068626,-122.419353
326-07220,-,0,Grey,SS,Y,N,SFMTA,ON,0,722,BEACH ST,2846000,Area 5,Fisherman's Wharf,37.8066086,-122.4214655
354-21320,-,0,Green,SS,Y,N,SFMTA,ON,0,2132,CHESTNUT ST,3979000,Area 5,Marina,37.8005278,-122.4390064
354-22190,-,0,Grey,SS,Y,N,SFMTA,ON,0,2219,CHESTNUT ST,3980000,Area 5,Marina,37.8002503,-122.4402153
354-23060,-,0,Green,SS,Y,N,SFMTA,ON,0,2306,CHESTNUT ST,3982000,Area 5,Marina,37.8002095,-122.4415154
326-07310,-,0,Grey,SS,Y,N,SFMTA,ON,0,731,BEACH ST,2846000,Area 5,Fisherman's Wharf,37.8064459,-122.4216316
686-00072,686-00070,2,Grey,MS,N,N,SFMTA,ON,0,5,TURK ST,12716000,Area 1,,37.7833253,-122.4094062
608-01480,-,0,Grey,SS,N,N,SFMTA,ON,0,148,PIXLEY ST,10504000,Area 5,Marina,37.7985325,-122.4356455
327-14430,-,0,Grey,SS,N,N,SFMTA,ON,0,1443,BROADWAY,3169201,Area 3,,37.7959036,-122.4214431
542-10241,542-10240,1,Black,MS,N,N,SFMTA,ON,0,1024,LARKIN ST,8135000,MC3,,37.7876744,-122.4183221
336-11050,-,0,Grey,SS,N,N,SFMTA,ON,0,1105,BUSH ST,3441000,Area 3,,37.78923438,-122.4155184
336-11120,-,0,Grey,SS,N,N,SFMTA,ON,0,1112,BUSH ST,3441000,Area 3,,37.7893382,-122.4157687
686-04250,-,0,Grey,SS,N,N,SFMTA,ON,0,425,TURK ST,12720000,Area 5,Civic Center,37.7824046,-122.4166161
330-05370,-,0,Grey,SS,Y,N,SFMTA,ON,0,537,BRANNAN ST,3080000,Area 5,South Embarcadero,37.7775347,-122.3973685
330-05570,-,0,Grey,SS,Y,N,SFMTA,ON,0,557,BRANNAN ST,3080000,Area 5,South Embarcadero,37.7772241,-122.3977616
614-07230,-,0,Yellow,SS,N,N,SFMTA,ON,0,723,POST ST,10635000,Area 3,,37.7875072,-122.4140492
686-06400,-,0,Yellow,SS,N,N,SFMTA,ON,0,640,TURK ST,12723000,Area 5,Civic Center,37.78206231,-122.4203368
720-07260,-,0,Grey,SS,N,N,SFMTA,ON,0,726,WASHINGTON ST,13412000,Area 5,Downtown,37.7952517,-122.4059364
614-07400,-,0,Grey,SS,N,N,SFMTA,ON,0,740,POST ST,10635000,Area 3,,37.7875656,-122.4146483
700-11340,-,0,Grey,SS,Y,N,SFMTA,ON,0,1134,VALENCIA ST,13071000,Area 5,Mission,37.7543958,-122.4209873
444-15040,-,0,Grey,SS,N,N,SFMTA,ON,0,1504,GRANT AVE,6405000,Area 3,,37.8008509,-122.4075748
203-00080,-,0,Yellow,SS,N,N,SFMTA,ON,0,8,03RD ST,163000,Area 5,Downtown,37.7872658,-122.4034354
568-24260,-,0,Grey,SS,Y,N,SFMTA,ON,0,2426,MISSION ST,9122002,Area 5,Mission,37.7577773,-122.4190618
350-03180,-,0,Yellow,SS,N,N,SFMTA,ON,0,318,CALIFORNIA ST,3527000,Area 5,Downtown,37.7931974,-122.4006451
219-41060,-,0,Grey,SS,N,N,SFMTA,ON,0,4106,19TH ST,985000,Area 3,,37.7593111,-122.4352705
352-04370,-,0,Yellow,SS,N,N,SFMTA,ON,0,437,CASTRO ST,3790000,Area 3,,37.7613561,-122.4349407
352-04380,-,0,Grey,SS,N,N,SFMTA,ON,0,438,CASTRO ST,3790000,Area 3,,37.7612865,-122.4351371
830-03260,-,0,Grey,SS,Y,N,PORT,ON,0,326,EMBARCADERO NORTH,12554101,Area 5,Downtown,37.798559,-122.3973094
831-00220,-,0,Grey,SS,Y,N,PORT,ON,0,22,EMBARCADERO SOUTH,12553103,Area 5,Downtown,37.7944234,-122.3937044
106-03090,-,0,Grey,SS,N,N,SFMTA,ON,0,309,06TH AVE,316000,Area 3,,37.7825987,-122.4644678
360-00210,-,0,Grey,SS,N,N,SFMTA,ON,0,21,CLEMENT ST,4150000,Area 3,,37.7830972,-122.4595679
574-00060,-,0,Grey,SS,N,N,SFMTA,ON,0,6,MABINI ST,8588000,Area 5,South Embarcadero,37.7824188,-122.4001937
574-00120,-,0,Grey,SS,N,N,SFMTA,ON,0,12,MABINI ST,8588000,Area 5,South Embarcadero,37.782289,-122.4000309
208-06390,-,0,Green,SS,N,N,SFMTA,ON,0,639,08TH ST,417000,Area 3,,37.7706498,-122.4045196
611-03790,-,0,Black,SS,N,N,SFMTA,ON,0,379,PARNASSUS AVE,10293000,MC3,,37.763587,-122.4572154
205-04520,-,0,Grey,SS,Y,N,SFMTA,ON,0,452,05TH ST,303000,Area 5,South Embarcadero,37.7779141,-122.400598
826-06720,826-06002,72,Black,MS,N,N,PORT,ON,0,672,DELANCEY ST,117000,Area 5,South Embarcadero,37.7829125,-122.389121
826-06740,826-06002,74,Black,MS,N,N,PORT,ON,0,674,DELANCEY ST,117000,Area 5,South Embarcadero,37.7829029,-122.389109
103-02970,-,0,Grey,SS,N,N,SFMTA,ON,0,297,03RD AVE,153000,Area 3,,37.78327315,-122.461289
219-40200,-,0,Grey,SS,N,N,SFMTA,ON,0,4020,19TH ST,984000,Area 3,,37.7593565,-122.4345145
219-41010,-,0,Green,SS,N,N,SFMTA,ON,0,4101,19TH ST,985000,Area 3,,37.7592324,-122.435018
831-02100,-,0,Grey,SS,Y,N,PORT,ON,0,210,EMBARCADERO SOUTH,12551102,Area 5,Downtown,37.7919002,-122.391125
831-02240,-,0,Grey,SS,Y,N,PORT,ON,0,224,EMBARCADERO SOUTH,12551102,Area 5,Downtown,37.7915109,-122.3909616
360-18280,-,0,Grey,SS,N,N,SFMTA,ON,0,1828,CLEMENT ST,4169000,Area 3,,37.782344,-122.4792198
360-20080,-,0,Green,SS,N,N,SFMTA,ON,0,2008,CLEMENT ST,4171000,Area 3,,37.7822652,-122.4809728
360-20230,-,0,Grey,SS,N,N,SFMTA,ON,0,2023,CLEMENT ST,4171000,Area 3,,37.7821083,-122.4813956
214-06120,-,0,Grey,SS,N,N,SFMTA,ON,0,612,14TH ST,593000,Area 3,,37.76788991,-122.4273519
562-24210,-,0,Grey,SS,Y,N,SFMTA,ON,0,2421,MASON ST,8838000,Area 5,Fisherman's Wharf,37.8062688,-122.4137958
363-11180,-,0,Grey,SS,N,N,SFMTA,ON,0,1118,COLUMBUS AVE,4304000,Area 5,Fisherman's Wharf,37.8048184,-122.4165557
463-00391,463-00390,1,Black,MS,N,N,SFMTA,ON,0,39,HAWTHORNE ST,6809000,Area 5,Downtown,37.7849287,-122.3980644
331-06750,-,0,Black,SS,Y,N,SFMTA,ON,0,675,BRYANT ST,3285000,Area 5,South Embarcadero,37.7780647,-122.3998038
691-16300,-,0,Black,SS,N,N,SFMTA,ON,0,1630,UNION ST,12865000,MC3,,37.7982789,-122.4266231
859-00520,-,0,Grey,SS,Y,N,PORT,ON,0,52,NORTH POINT ST,9686000,Area 5,Fisherman's Wharf,37.807307,-122.4083032
863-15160,-,0,Grey,SS,Y,N,PORT,ON,0,1516,SANSOME ST,11561000,Port 4,,37.8045746,-122.4033757
863-15240,-,0,Grey,SS,Y,N,PORT,ON,0,1524,SANSOME ST,11561000,Port 4,,37.8047275,-122.4034068
216-30080,216-30002,8,Yellow,MS,Y,N,SFMTA,ON,0,3008,16TH ST,726000,Area 5,Mission,37.7650909,-122.4201545
840-22010,-,0,Grey,SS,Y,N,PORT,ON,0,2201,GRANT AVE,6418000,Area 5,Fisherman's Wharf,37.8072943,-122.4089655
901-00180,-,0,Grey,SS,N,N,SFMTA,OFF,901,3255,LILAC ST,8331000,Area 3,,37.7520465,-122.4177114
905-00070,-,0,Grey,SS,N,N,SFMTA,OFF,905,457,CASTRO ST,3794000,Area 3,,37.761833,-122.434662
909-00040,-,0,Grey,SS,N,N,SFMTA,OFF,909,421,18TH AVE,830000,Area 3,,37.7799382,-122.4773953
910-00040,-,0,Grey,SS,N,N,SFMTA,OFF,910,1275,20TH AVE,1005000,Area 3,,37.7639945,-122.4784971
905-00200,-,0,Grey,SS,N,N,SFMTA,OFF,905,457,CASTRO ST,3794000,Area 3,,37.7616017,-122.4347534
916-00400,-,0,Grey,SS,N,N,SFMTA,OFF,916,3252,PIERCE ST,10445000,Area 5,Marina,37.8000287,-122.4392104
916-00590,-,0,Grey,SS,N,N,SFMTA,OFF,916,3252,PIERCE ST,10445000,Area 5,Marina,37.8000887,-122.4391429
916-00660,-,0,Grey,SS,N,N,SFMTA,OFF,916,3252,PIERCE ST,10445000,Area 5,Marina,37.7999243,-122.439182
916-00950,-,0,Grey,SS,N,N,SFMTA,OFF,916,3252,PIERCE ST,10445000,Area 5,Marina,37.7998932,-122.4392341
916-01030,-,0,Grey,SS,N,N,SFMTA,OFF,916,3252,PIERCE ST,10445000,Area 5,Marina,37.799931,-122.4389912
915-00060,-,0,Grey,SS,N,N,SFMTA,OFF,915,3000,OCEAN AVE,9849000,Area 3,,37.7320494,-122.4747172
915-00070,-,0,Grey,SS,N,N,SFMTA,OFF,915,3000,OCEAN AVE,9849000,Area 3,,37.7320301,-122.4747148
916-00070,-,0,Grey,SS,N,N,SFMTA,OFF,916,3252,PIERCE ST,10445000,Area 5,Marina,37.80021337,-122.4391064
216-29140,-,0,Grey,SS,N,N,SFMTA,ON,0,2914,16TH ST,723000,Area 5,Mission,37.7652113,-122.4181603
923-00020,-,0,Grey,SS,N,N,SFMTA,OFF,923,807,ULLOA ST,12784000,Area 3,,37.740479,-122.4652593
216-31130,-,0,Black,SS,Y,N,SFMTA,ON,0,3113,16TH ST,732000,Area 5,Mission,37.7648015,-122.4226652
217-33010,-,0,Grey,SS,Y,N,SFMTA,ON,0,3301,17TH ST,797000,Area 5,Mission,37.7633569,-122.4197112
218-33450,-,0,Grey,SS,N,N,SFMTA,ON,0,3345,18TH ST,877000,Area 5,Mission,37.7618064,-122.4189349
700-02610,-,0,Grey,SS,N,N,SFMTA,ON,0,261,VALENCIA ST,13056000,Area 3,,37.7683126,-122.4221074
471-08410,-,0,Grey,SS,Y,N,SFMTA,ON,0,841,HARRISON ST,6719000,Area 5,South Embarcadero,37.7797148,-122.4008176
471-08610,-,0,Grey,SS,Y,N,SFMTA,ON,0,861,HARRISON ST,6719000,Area 5,South Embarcadero,37.7793144,-122.4013264
620-01560,-,0,Grey,SS,Y,N,SFMTA,ON,0,156,PERRY ST,10360000,Area 5,South Embarcadero,37.7810322,-122.3982806
891-00480,891-00001,48,Grey,MS,N,N,PORT,OFF,891,601,TERRY A FRANCOIS BLVD,12532004,Area 5,South Embarcadero,37.7699499,-122.3858461
891-00340,891-00001,34,Grey,MS,N,N,PORT,OFF,891,601,TERRY A FRANCOIS BLVD,12532004,Area 5,South Embarcadero,37.7699316,-122.3858818
582-00270,-,0,Yellow,SS,N,N,SFMTA,ON,0,27,NEW MONTGOMERY ST,9541000,Area 5,Downtown,37.7880719,-122.4011549
582-00290,-,0,Red,SS,N,N,SFMTA,ON,0,29,NEW MONTGOMERY ST,9541000,Area 5,Downtown,37.7880275,-122.4010991
471-06490,-,0,Grey,SS,N,N,SFMTA,ON,0,649,HARRISON ST,6716000,Area 5,South Embarcadero,37.7831137,-122.3965031
324-03130,-,0,Grey,SS,N,N,SFMTA,ON,0,313,BATTERY ST,2756000,Area 5,Downtown,37.7945264,-122.4003144
568-45040,-,0,Green,SS,N,N,SFMTA,ON,0,4504,MISSION ST,9162000,Area 3,,37.725643,-122.4341901
568-45290,-,0,Grey,SS,N,N,SFMTA,ON,0,4529,MISSION ST,9162000,Area 3,,37.7256003,-122.4339865
204-03170,-,0,Grey,SS,N,N,SFMTA,ON,0,317,04TH ST,256000,Area 5,South Embarcadero,37.7817819,-122.4007083
336-04220,-,0,Grey,SS,N,N,SFMTA,ON,0,422,BUSH ST,3430000,Area 5,Downtown,37.7907254,-122.4048201
661-01100,-,0,Yellow,SS,N,N,SFMTA,ON,0,110,STEVENSON ST,12166000,Area 5,Downtown,37.7886593,-122.4010655
201-03090,-,0,Grey,SS,Y,N,SFMTA,ON,0,309,01ST ST,111000,Area 5,South Embarcadero,37.7871058,-122.3940825
201-03280,-,0,Grey,SS,Y,N,SFMTA,ON,0,328,01ST ST,112000,Area 5,South Embarcadero,37.7866038,-122.3937598
650-05150,-,0,Yellow,SS,N,N,SFMTA,ON,0,515,SACRAMENTO ST,11224000,Area 5,Downtown,37.7938662,-122.4019311
650-05390,-,0,Yellow,SS,N,N,SFMTA,ON,0,539,SACRAMENTO ST,11225000,Area 5,Downtown,37.7937626,-122.4027438
440-00240,-,0,Yellow,SS,N,N,SFMTA,ON,0,24,GEARY ST,6107000,Area 5,Downtown,37.7879004,-122.4043794
444-00140,-,0,Grey,SS,N,N,SFMTA,ON,0,14,GRANT AVE,6381000,Area 5,Downtown,37.7873112,-122.404884
444-00170,-,0,Yellow,SS,N,N,SFMTA,ON,0,17,GRANT AVE,6381000,Area 5,Downtown,37.7874145,-122.4050397
201-02080,-,0,Grey,SS,Y,N,SFMTA,ON,0,208,01ST ST,107000,Area 5,Downtown,37.78827111,-122.3958432
201-02580,-,0,Grey,SS,Y,N,SFMTA,ON,0,258,01ST ST,110000,Area 5,Downtown,37.7873536,-122.3946967
201-02630,-,0,Grey,SS,Y,N,SFMTA,ON,0,263,01ST ST,110000,Area 5,Downtown,37.7874481,-122.3945098
520-06080,-,0,Yellow,SS,N,N,SFMTA,ON,0,608,KEARNY ST,7756000,Area 5,Downtown,37.7939036,-122.4046009
831-07420,831-07004,42,Grey,MS,N,N,PORT,ON,0,742,KING ST,7831101,Area 5,South Embarcadero,37.780653,-122.3888992
350-28220,-,0,Green,SS,N,N,SFMTA,ON,0,2822,CALIFORNIA ST,3562000,Area 3,,37.7880501,-122.4412358
350-28340,-,0,Grey,SS,N,N,SFMTA,ON,0,2834,CALIFORNIA ST,3562000,Area 3,,37.788002,-122.4416145
321-34100,-,0,Grey,SS,N,N,SFMTA,ON,0,3410,BALBOA ST,2680000,Area 3,,37.7758679,-122.4954888
321-34320,-,0,Grey,SS,N,N,SFMTA,ON,0,3432,BALBOA ST,2680000,Area 3,,37.7758471,-122.4959445
582-01100,-,0,Red,SS,N,N,SFMTA,ON,0,110,NEW MONTGOMERY ST,9544000,Area 5,Downtown,37.7870989,-122.4001781
330-04610,-,0,Grey,SS,Y,N,SFMTA,ON,0,461,BRANNAN ST,3079000,Area 5,South Embarcadero,37.7790469,-122.39546
524-02340,-,0,Green,SS,Y,N,SFMTA,ON,0,234,KING ST,7833201,Area 5,South Embarcadero,37.7775127,-122.3928292
684-02310,-,0,Grey,SS,Y,N,SFMTA,ON,0,231,TOWNSEND ST,12661000,Area 5,South Embarcadero,37.7781136,-122.3935284
568-48360,-,0,Grey,SS,N,N,SFMTA,ON,0,4836,MISSION ST,9172201,Area 3,,37.7203559,-122.4381905
568-28240,-,0,Grey,SS,N,N,SFMTA,ON,0,2824,MISSION ST,9126000,Area 3,,37.751488,-122.4184598
568-28370,-,0,Grey,SS,N,N,SFMTA,ON,0,2837,MISSION ST,9126000,Area 3,,37.7511255,-122.418243
568-17110,-,0,Grey,SS,Y,N,SFMTA,ON,0,1711,MISSION ST,9112101,Area 3,,37.7696467,-122.4198805
568-29110,-,0,Grey,SS,N,N,SFMTA,ON,0,2911,MISSION ST,9127000,Area 3,,37.750312,-122.4181651
568-29370,-,0,Red,SS,N,N,SFMTA,ON,0,2937,MISSION ST,9127000,Area 3,,37.7496369,-122.4181005
568-29480,-,0,Grey,SS,N,N,SFMTA,ON,0,2948,MISSION ST,9127000,Area 3,,37.7492578,-122.4182463
470-04230,-,0,Grey,SS,N,N,SFMTA,ON,0,423,HOWARD ST,7032000,Area 5,Downtown,37.7886874,-122.3956777
202-05800,-,0,Grey,SS,Y,N,SFMTA,ON,0,580,02ND ST,146000,Area 5,South Embarcadero,37.781945,-122.3923516
568-18330,-,0,Yellow,SS,N,N,SFMTA,ON,0,1833,MISSION ST,9114000,Area 3,,37.7672837,-122.4197927
568-31060,-,0,Green,SS,N,N,SFMTA,ON,0,3106,MISSION ST,9129000,Area 3,,37.7478655,-122.418527
568-31610,-,0,Grey,SS,N,N,SFMTA,ON,0,3161,MISSION ST,9130000,Area 3,,37.7464686,-122.4192021
471-05160,-,0,Grey,SS,Y,N,SFMTA,ON,0,516,HARRISON ST,6712000,Area 5,South Embarcadero,37.7857669,-122.3934765
664-10061,664-10060,1,Yellow,MS,N,N,SFMTA,ON,0,1004,STOCKTON ST,12206000,Area 2,,37.7951076,-122.408023
568-33250,-,0,Grey,SS,N,N,SFMTA,ON,0,3325,MISSION ST,9134000,Area 3,,37.743364,-122.4212063
336-01250,-,0,Yellow,SS,N,N,SFMTA,ON,0,125,BUSH ST,3420000,Area 5,Downtown,37.7911525,-122.4005333
520-04254,520-04250,4,Yellow,MS,N,N,SFMTA,ON,0,431,KEARNY ST,7754000,Area 5,Downtown,37.7924896,-122.4044741
569-20450,-,0,Grey,SS,N,N,SFMTA,ON,0,2045,MARKET ST,8762102,Area 3,,37.7686528,-122.4272652
569-20560,-,0,Grey,SS,N,N,SFMTA,ON,0,2056,MARKET ST,8762202,Area 3,,37.7685658,-122.4278164
591-26040,-,0,Grey,SS,N,N,SFMTA,ON,0,2604,OCEAN AVE,9848000,Area 3,,37.7318219,-122.4733326
593-07130,-,0,Grey,SS,N,N,SFMTA,ON,0,713,OFARRELL ST,9733000,Area 3,,37.7852573,-122.4167436
472-04240,-,0,Yellow,SS,Y,N,SFMTA,ON,0,424,HYDE ST,7118000,Area 3,,37.7851643,-122.4161396
469-16440,-,0,Grey,SS,N,N,SFMTA,ON,0,1644,HOLLOWAY AVE,6997202,Area 3,,37.7209475,-122.4785347
706-00050,-,0,Green,SS,N,N,SFMTA,ON,0,5,VARELA AVE,13177000,Area 3,,37.720599,-122.4760234
469-17120,-,0,Grey,SS,N,N,SFMTA,ON,0,1712,HOLLOWAY AVE,6998201,Area 3,,37.7209798,-122.4794944
573-01070,-,0,Grey,SS,N,N,SFMTA,ON,0,107,ALICE B TOKLAS PL,9472000,Area 3,,37.7853692,-122.419929
573-01391,573-01390,1,Black,MS,N,N,SFMTA,ON,0,139,ALICE B TOKLAS PL,9472000,MC3,,37.7852324,-122.4210037
203-03560,-,0,Grey,SS,Y,N,SFMTA,ON,0,356,03RD ST,171000,Area 5,South Embarcadero,37.7828671,-122.3979368
687-00070,-,0,Grey,SS,N,N,SFMTA,ON,0,7,TAPIA DR,12375000,Area 3,,37.7219706,-122.4818479
306-22240,-,0,Grey,SS,N,N,SFMTA,ON,0,2224,ALAMEDA ST,2136000,Area 3,,37.7684177,-122.4075576
470-06930,-,0,Grey,SS,Y,N,SFMTA,ON,0,693,HOWARD ST,7037000,Area 5,Downtown,37.7850537,-122.4002869
566-04100,-,0,Yellow,SS,Y,N,SFMTA,ON,0,410,MERCHANT ST,8984000,Area 5,Downtown,37.7954194,-122.4008885
568-31690,-,0,Grey,SS,N,N,SFMTA,ON,0,3169,MISSION ST,9130000,Area 3,,37.7462309,-122.4193557
325-04120,-,0,Grey,SS,Y,N,SFMTA,ON,0,412,BAY ST,2776000,Area 5,Fisherman's Wharf,37.805619,-122.4141894
330-08520,-,0,Grey,SS,N,N,SFMTA,ON,0,852,BRANNAN ST,3088000,Area 3,,37.7721083,-122.4045521
472-03140,-,0,Grey,SS,N,N,SFMTA,ON,0,314,HYDE ST,7117000,Area 3,,37.7839204,-122.415882
542-06060,-,0,Grey,SS,N,N,SFMTA,ON,0,606,LARKIN ST,8126000,Area 3,,37.783559,-122.4174993
542-06070,-,0,Grey,SS,N,N,SFMTA,ON,0,607,LARKIN ST,8126000,Area 3,,37.7835906,-122.4176624
542-07060,-,0,Grey,SS,N,N,SFMTA,ON,0,706,LARKIN ST,8128000,Area 3,,37.7845107,-122.4176872
542-07110,-,0,Yellow,SS,N,N,SFMTA,ON,0,711,LARKIN ST,8128000,Area 3,,37.7846304,-122.41787
668-09970,-,0,Grey,SS,N,N,SFMTA,ON,0,997,SHOTWELL ST,11841000,Area 3,,37.75259762,-122.4151307
700-04450,-,0,Grey,SS,Y,N,SFMTA,ON,0,445,VALENCIA ST,13059000,Area 5,Mission,37.7654328,-122.4218274
442-05170,-,0,Grey,SS,N,N,SFMTA,ON,0,517,GOLDEN GATE AVE,6265000,Area 5,Civic Center,37.78109338,-122.4194161
444-08170,-,0,Grey,SS,N,N,SFMTA,ON,0,817,GRANT AVE,6395000,Area 5,Downtown,37.7948034,-122.4064531
650-07360,-,0,Yellow,SS,N,N,SFMTA,ON,0,736,SACRAMENTO ST,11228000,Area 5,Downtown,37.7934522,-122.4058206
542-07270,-,0,Green,SS,N,N,SFMTA,ON,0,727,LARKIN ST,8129000,Area 3,,37.7850259,-122.4179549
915-00100,-,0,Grey,SS,N,N,SFMTA,OFF,915,3000,OCEAN AVE,9849000,Area 3,,37.7319677,-122.4747093
920-00120,-,0,Grey,SS,N,N,SFMTA,OFF,920,993,POTRERO AVE,10667101,Area 3,,37.7577074,-122.4064628
216-29310,-,0,Grey,SS,N,N,SFMTA,ON,0,2931,16TH ST,725000,Area 5,Mission,37.7650307,-122.418871
922-00040,-,0,Grey,SS,N,N,SFMTA,OFF,922,174,WEST PORTAL AVE,13578201,Area 3,,37.7390964,-122.4681537
217-32500,-,0,Grey,SS,N,N,SFMTA,ON,0,3250,17TH ST,796000,Area 5,Mission,37.7635014,-122.4193257
217-33230,-,0,Grey,SS,Y,N,SFMTA,ON,0,3323,17TH ST,798000,Area 5,Mission,37.7633115,-122.4204631
217-33370,-,0,Grey,SS,Y,N,SFMTA,ON,0,3337,17TH ST,798000,Area 5,Mission,37.7632783,-122.4210128
218-33010,-,0,Grey,SS,N,N,SFMTA,ON,0,3301,18TH ST,876000,Area 5,Mission,37.761902,-122.417352
218-34430,-,0,Grey,SS,Y,N,SFMTA,ON,0,3443,18TH ST,880000,Area 5,Mission,37.7616753,-122.4211048
219-33370,-,0,Grey,SS,N,N,SFMTA,ON,0,3337,19TH ST,971000,Area 5,Mission,37.7602294,-122.4185295
219-34040,-,0,Yellow,SS,Y,N,SFMTA,ON,0,3404,19TH ST,972000,Area 5,Mission,37.7602619,-122.4195409
219-34230,-,0,Grey,SS,Y,N,SFMTA,ON,0,3423,19TH ST,973000,Area 5,Mission,37.7601276,-122.4202152
221-31470,-,0,Grey,SS,N,N,SFMTA,ON,0,3147,21ST ST,1108000,Area 5,Mission,37.7570069,-122.4185964
221-32290,-,0,Grey,SS,Y,N,SFMTA,ON,0,3229,21ST ST,1111000,Area 5,Mission,37.7569131,-122.4201558
222-31150,-,0,Grey,SS,N,N,SFMTA,ON,0,3115,22ND ST,1189000,Area 5,Mission,37.755473,-122.4172327
219-34310,-,0,Grey,SS,Y,N,SFMTA,ON,0,3431,19TH ST,973000,Area 5,Mission,37.7601103,-122.4205019
323-00600,-,0,Grey,SS,Y,N,SFMTA,ON,0,60,BARTLETT ST,2742000,Area 5,Mission,37.7559564,-122.4199905
359-24050,-,0,Grey,SS,Y,N,SFMTA,ON,0,2405,CLAY ST,4110000,Area 5,Fillmore,37.7908259,-122.4328124
350-24190,-,0,Grey,SS,Y,N,SFMTA,ON,0,2419,CALIFORNIA ST,3558000,Area 5,Fillmore,37.7887405,-122.4344763
334-18020,-,0,Green,SS,Y,N,SFMTA,ON,0,1802,BUCHANAN ST,3337000,Area 5,Fillmore,37.7866813,-122.4299469
855-00360,-,0,Grey,SS,Y,N,PORT,ON,0,36,LOMBARD ST,8431000,Port 4,,37.8041659,-122.4028242
855-00500,-,0,Grey,SS,Y,N,PORT,ON,0,50,LOMBARD ST,8431000,Port 4,,37.8041341,-122.403075
109-04080,-,0,Grey,SS,N,N,SFMTA,ON,0,408,09TH AVE,426000,Area 3,,37.780528,-122.467398
111-03910,-,0,Grey,SS,N,N,SFMTA,ON,0,391,11TH AVE,495000,Area 3,,37.7810995,-122.4697237
361-06030,-,0,Grey,SS,N,N,SFMTA,ON,0,603,CLAYTON ST,4132000,Area 3,,37.7695942,-122.4486054
362-09090,-,0,Yellow,SS,N,N,SFMTA,ON,0,909,COLE ST,4243000,Area 3,,37.7654311,-122.4499516
214-03190,-,0,Grey,SS,N,N,SFMTA,ON,0,319,14TH ST,586000,Area 3,,37.7681687,-122.4208073
214-03230,-,0,Grey,SS,N,N,SFMTA,ON,0,323,14TH ST,586000,Area 3,,37.7681597,-122.4209568
211-00071,211-00070,1,Black,MS,N,N,SFMTA,ON,0,7,11TH ST,508000,MC2,,37.7754043,-122.4183193
